Date,Open,High,Low,Close,Adj Close,Volume
2014-07-25,38.750000,39.334999,38.580002,39.290001,33.032692,6114600
2014-07-28,39.415001,39.674999,38.820000,38.895000,32.700600,5551600
2014-07-29,39.255001,40.244999,39.180000,39.814999,33.474072,8096600
2014-07-30,39.790001,40.064999,39.230000,39.490002,33.200836,6335200
2014-07-31,40.680000,42.490002,40.639999,41.740002,35.092499,15821400
2014-08-01,41.845001,43.044998,41.415001,41.785000,35.130329,13103200
2014-08-04,41.750000,42.439999,41.395000,42.235001,35.508663,6394000
2014-08-05,41.770000,42.900002,41.639999,42.514999,35.744076,7867000
2014-08-06,42.334999,43.660000,42.334999,43.375000,36.467106,7819200
2014-08-07,43.549999,43.779999,42.825001,43.250000,36.362007,4041200
2014-08-08,43.419998,43.849998,43.095001,43.750000,36.782387,3274400
2014-08-11,43.970001,44.169998,43.445000,43.544998,36.610027,3574400
2014-08-12,43.500000,43.744999,43.035000,43.285000,36.391438,3156600
2014-08-13,43.509998,43.875000,42.840000,43.715000,36.752964,4500000
2014-08-14,43.875000,44.654999,43.785000,44.455002,37.375107,4561600
2014-08-15,44.619999,44.730000,43.985001,44.540001,37.446571,6883400
2014-08-18,44.310001,45.080002,44.310001,45.044998,38.301105,5004400
2014-08-19,45.040001,45.875000,45.014999,45.799999,38.943073,4185800
2014-08-20,45.654999,45.965000,45.375000,45.650002,38.815525,3996000
2014-08-21,45.700001,45.700001,44.959999,45.029999,38.288353,4766000
2014-08-22,45.055000,45.345001,44.665001,45.215000,38.445667,4416400
2014-08-25,45.299999,45.560001,45.125000,45.294998,38.513683,3758600
2014-08-26,45.305000,45.400002,44.625000,45.215000,38.445667,3747800
2014-08-27,45.345001,45.369999,44.849998,45.095001,38.343624,4036400
2014-08-28,44.900002,45.465000,44.900002,45.389999,38.594456,2681800
2014-08-29,45.240002,45.599998,45.090000,45.505001,38.692242,3281200
2014-09-02,45.375000,45.625000,44.200001,44.755001,38.054523,5939200
2014-09-03,44.985001,45.325001,44.730000,45.209999,38.441406,5477600
2014-09-04,45.165001,45.810001,44.910000,45.485001,38.675232,6374400
2014-09-05,45.410000,45.814999,45.075001,45.814999,38.955833,4692600
2014-09-08,45.705002,46.445000,45.520000,46.195000,39.278934,4197400
2014-09-09,46.014999,46.250000,45.485001,45.860001,38.994091,5835800
2014-09-10,45.855000,45.904999,44.389999,45.215000,38.445667,9845800
2014-09-11,44.965000,45.445000,44.250000,44.450001,37.795189,9593600
2014-09-12,44.424999,44.500000,43.235001,43.430000,36.927902,8177200
2014-09-15,43.334999,44.360001,42.860001,44.264999,37.637882,8076400
2014-09-16,44.044998,44.924999,43.980000,44.090000,37.489082,5515600
2014-09-17,44.320000,44.355000,43.275002,44.095001,37.493332,7038400
2014-09-18,44.174999,44.450001,43.264999,43.665001,37.127708,5808400
2014-09-19,43.849998,44.430000,43.779999,44.320000,37.684650,7755200
2014-09-22,44.134998,44.320000,43.000000,43.040001,36.596287,5316800
2014-09-23,43.049999,43.764999,42.314999,42.349998,36.009586,9688800
2014-09-24,42.200001,42.424999,41.480000,42.244999,35.920315,7517400
2014-09-25,42.165001,42.310001,41.730000,42.139999,35.831028,5772400
2014-09-26,42.099998,42.799999,42.049999,42.505001,36.141388,4074400
2014-09-29,42.195000,42.720001,41.889999,42.195000,35.877796,5058200
2014-09-30,42.235001,42.639999,41.959999,42.334999,35.996834,5853600
2014-10-01,42.465000,42.520000,41.145000,41.220001,35.048767,5749600
2014-10-02,41.215000,41.500000,40.119999,40.474998,34.415306,8016600
2014-10-03,40.605000,40.610001,39.950001,40.410000,34.360031,10040600
2014-10-06,40.450001,40.845001,39.575001,40.439999,34.385544,5227600
2014-10-07,40.345001,41.369999,40.345001,40.410000,34.360031,7017600
2014-10-08,40.584999,42.180000,40.174999,42.130001,35.822529,7957000
2014-10-09,42.020000,42.459999,40.705002,40.900002,34.776672,5595600
2014-10-10,41.055000,42.080002,40.154999,40.794998,34.687393,6955000
2014-10-13,40.764999,41.680000,39.825001,39.910000,33.934898,6491200
2014-10-14,40.075001,40.439999,38.705002,39.215000,33.343945,10668800
2014-10-15,38.715000,39.595001,37.639999,38.134998,32.425625,9307800
2014-10-16,37.494999,39.935001,37.320000,39.224998,33.352436,10641200
2014-10-17,39.490002,40.259998,39.014999,39.625000,33.692562,6795400
2014-10-20,39.599998,40.705002,39.599998,40.320000,34.283508,5336600
2014-10-21,40.355000,42.625000,40.355000,42.474998,36.115871,7357800
2014-10-22,42.525002,43.090000,41.750000,41.785000,35.529179,4257000
2014-10-23,42.415001,42.919998,42.139999,42.264999,35.937309,4831600
2014-10-24,42.404999,43.005001,41.740002,42.895000,36.472996,3485400
2014-10-27,42.505001,43.279999,41.810001,43.209999,36.740833,6976800
2014-10-28,43.320000,44.744999,42.820000,44.560001,37.888718,6601600
2014-10-29,44.939999,45.119999,43.075001,43.705002,37.161724,7878000
2014-10-30,44.755001,46.009998,44.220001,45.325001,38.539188,14001400
2014-10-31,45.189999,45.685001,44.360001,45.450001,38.645470,7236600
2014-11-03,45.689999,46.259998,45.555000,45.810001,38.951580,10483800
2014-11-04,45.759998,46.415001,45.075001,45.314999,38.530689,8183400
2014-11-05,45.494999,45.945000,44.814999,45.355000,38.564690,6508400
2014-11-06,45.590000,46.610001,45.555000,46.564999,39.593536,7233400
2014-11-07,46.639999,47.040001,46.174999,47.040001,39.997425,7025400
2014-11-10,47.250000,47.590000,46.740002,47.049999,40.005936,6704000
2014-11-11,47.000000,47.674999,46.575001,47.314999,40.231255,5707400
2014-11-12,47.235001,47.794998,47.070000,47.505001,40.392815,5957400
2014-11-13,47.174999,47.389999,46.180000,46.775002,39.772099,6880200
2014-11-14,47.040001,47.360001,46.174999,46.189999,39.274685,7134400
2014-11-17,45.935001,46.825001,45.849998,46.255001,39.760349,9015600
2014-11-18,46.459999,47.320000,46.169998,46.939999,40.349163,8154400
2014-11-19,47.000000,47.384998,46.544998,46.900002,40.314785,8838600
2014-11-20,46.875000,47.790001,46.814999,47.580002,40.899311,6156200
2014-11-21,48.215000,48.970001,47.985001,48.459999,41.655754,8871000
2014-11-24,48.340000,48.685001,47.950001,48.060001,41.311913,4756400
2014-11-25,48.290001,48.450001,47.560001,47.619999,40.933697,5583000
2014-11-26,47.660000,48.259998,47.535000,47.834999,41.118500,3290400
2014-11-28,46.630001,46.630001,44.825001,45.044998,38.720253,7651600
2014-12-01,44.700001,45.599998,44.625000,45.395000,39.021103,6449400
2014-12-02,45.360001,47.555000,45.250000,47.070000,40.460915,9013200
2014-12-03,47.090000,48.560001,47.090000,48.009998,41.268929,6801000
2014-12-04,48.500000,48.549999,47.240002,48.334999,41.548298,5024800
2014-12-05,48.180000,48.575001,45.990002,46.075001,39.605629,9278000
2014-12-08,45.654999,46.145000,44.134998,44.360001,38.131439,7801600
2014-12-09,43.840000,44.445000,43.055000,44.380001,38.148621,14885200
2014-12-10,43.744999,44.244999,41.825001,42.529999,36.558376,10562600
2014-12-11,42.625000,43.369999,41.849998,41.939999,36.051220,8591000
2014-12-12,40.240002,42.580002,40.240002,41.599998,35.758957,7719400
2014-12-15,41.740002,42.105000,40.580002,40.685001,34.972446,7761000
2014-12-16,40.375000,42.080002,40.000000,41.099998,35.329170,6132200
2014-12-17,40.884998,42.720001,40.610001,42.365002,36.416550,7400800
2014-12-18,43.084999,43.189999,40.790001,42.014999,36.115692,6876400
2014-12-19,42.330002,43.660000,42.060001,43.599998,37.478134,8382800
2014-12-22,43.230000,43.799999,42.805000,43.645000,37.516823,5983400
2014-12-23,44.064999,44.419998,43.634998,44.189999,37.985291,3625400
2014-12-24,43.974998,44.555000,43.605000,44.310001,38.088451,2568000
2014-12-26,44.424999,45.369999,44.334999,44.860001,38.561218,3188400
2014-12-29,45.055000,45.615002,44.980000,45.529999,39.137154,4696200
2014-12-30,45.250000,45.830002,45.200001,45.320000,38.956631,4362200
2014-12-31,45.480000,45.555000,45.090000,45.130001,38.793320,3166000
2015-01-02,44.775002,45.935001,44.775002,45.820000,39.386425,5359400
2015-01-05,45.424999,45.650002,43.924999,44.544998,38.290455,10492800
2015-01-06,44.564999,45.165001,43.610001,44.105000,37.912239,5604600
2015-01-07,44.820000,44.820000,43.820000,44.470001,38.225979,7012000
2015-01-08,44.985001,45.744999,44.750000,45.514999,39.124249,7000200
2015-01-09,45.435001,45.584999,44.180000,44.244999,38.032570,5370600
2015-01-12,43.724998,44.075001,42.505001,42.709999,36.713104,8258200
2015-01-13,42.470001,43.215000,40.110001,40.430000,34.753242,12575200
2015-01-14,40.005001,40.020000,37.980000,38.814999,33.365005,14329400
2015-01-15,38.985001,39.119999,37.619999,38.424999,33.029758,9460400
2015-01-16,38.610001,39.345001,38.520000,38.779999,33.334915,9135800
2015-01-20,38.730000,40.369999,38.730000,40.209999,34.564129,7446200
2015-01-21,40.235001,40.875000,40.009998,40.474998,34.791920,7159200
2015-01-22,40.849998,42.134998,40.474998,41.985001,36.089901,7920400
2015-01-23,42.084999,44.250000,41.785000,43.580002,37.460949,9278000
2015-01-26,43.575001,44.285000,43.575001,44.095001,37.903637,6269200
2015-01-27,43.744999,44.465000,43.685001,44.340000,38.114243,4695800
2015-01-28,44.500000,45.285000,43.945000,44.645000,38.376408,8432200
2015-01-29,45.154999,45.619999,44.095001,45.005001,38.685871,5209200
2015-01-30,44.509998,46.695000,44.404999,46.294998,39.794735,9757800
2015-02-02,46.424999,46.994999,45.485001,46.970001,40.374969,6282800
2015-02-03,47.040001,47.910000,46.639999,47.910000,41.182976,8428600
2015-02-04,48.005001,48.605000,47.174999,48.095001,41.341999,9119600
2015-02-05,48.470001,49.125000,48.105000,48.650002,41.819073,6988400
2015-02-06,48.669998,49.959999,48.395000,49.439999,42.498154,9894200
2015-02-09,49.330002,50.224998,49.110001,50.084999,43.052589,8388200
2015-02-10,50.240002,51.305000,49.384998,51.090000,43.916470,9031600
2015-02-11,50.599998,50.994999,50.095001,50.459999,43.374935,5344400
2015-02-12,50.935001,50.970001,50.099998,50.700001,43.581230,6356200
2015-02-13,50.880001,51.775002,50.695000,51.740002,44.918190,5890600
2015-02-17,51.634998,52.305000,50.875000,51.910000,45.065777,6645800
2015-02-18,51.669998,52.349998,51.250000,52.314999,45.417374,4855800
2015-02-19,52.075001,52.935001,51.884998,52.825001,45.860138,5253800
2015-02-20,52.830002,53.474998,52.160000,52.785000,45.825405,6478600
2015-02-23,52.764999,54.064999,52.575001,53.174999,46.163982,5051000
2015-02-24,53.325001,53.395000,52.075001,52.590000,45.656120,5082400
2015-02-25,52.695000,53.240002,51.970001,52.330002,45.430397,5200000
2015-02-26,52.355000,54.160000,52.355000,53.520000,46.463505,6895400
2015-02-27,53.560001,54.105000,52.474998,52.500000,45.577984,4386200
2015-03-02,52.044998,52.044998,50.630001,50.889999,44.180264,9264000
2015-03-03,51.310001,51.834999,50.924999,51.384998,44.609993,7101000
2015-03-04,51.000000,51.505001,50.439999,51.005001,44.280090,5459200
2015-03-05,51.180000,51.529999,50.840000,50.875000,44.167233,3759600
2015-03-06,50.505001,51.305000,49.185001,49.244999,42.752148,4593600
2015-03-09,49.544998,50.945000,49.349998,49.884998,43.307762,5025800
2015-03-10,49.360001,49.375000,48.000000,48.060001,41.723385,6255000
2015-03-11,48.180000,48.764999,47.779999,48.435001,42.048950,5476400
2015-03-12,48.945000,49.575001,47.735001,47.834999,41.528049,4567200
2015-03-13,48.259998,48.650002,47.740002,48.099998,41.758114,4498200
2015-03-16,47.825001,49.060001,47.145000,49.029999,42.565491,4739200
2015-03-17,48.509998,48.974998,48.000000,48.869999,42.426594,3544400
2015-03-18,48.750000,50.705002,48.665001,50.505001,43.846031,5108200
2015-03-19,50.075001,50.325001,49.750000,50.029999,43.433651,3166000
2015-03-20,50.255001,51.419998,50.000000,51.130001,44.388611,7781200
2015-03-23,51.330002,51.900002,51.185001,51.209999,44.458076,5235800
2015-03-24,51.040001,51.630001,50.750000,50.849998,44.145531,3938800
2015-03-25,51.400002,52.430000,51.349998,51.540001,44.744556,6384600
2015-03-26,51.865002,51.965000,50.365002,50.439999,43.789589,4386400
2015-03-27,50.705002,50.790001,49.634998,49.825001,43.255672,4887400
2015-03-30,50.205002,51.535000,50.205002,51.450001,44.666420,4501000
2015-03-31,51.060001,52.035000,50.845001,51.195000,44.445045,5779200
2015-04-01,51.380001,51.820000,50.665001,50.880001,44.171577,5426800
2015-04-02,50.814999,51.025002,48.445000,48.540001,42.140102,8617000
2015-04-06,48.814999,49.820000,48.480000,49.270000,42.773857,5108200
2015-04-07,49.494999,49.595001,48.619999,49.119999,42.643623,5944400
2015-04-08,49.720001,49.994999,49.169998,49.320000,42.817261,4358800
2015-04-09,49.330002,50.169998,49.014999,49.930000,43.346825,5468000
2015-04-10,50.044998,50.259998,49.735001,50.209999,43.589916,2708000
2015-04-13,50.160000,50.334999,48.404999,48.605000,42.196526,7489000
2015-04-14,48.919998,49.334999,48.610001,49.020000,42.556820,6153400
2015-04-15,49.259998,49.985001,48.970001,49.014999,42.552475,5412400
2015-04-16,49.000000,50.345001,48.840000,50.000000,43.407597,6300400
2015-04-17,49.814999,50.134998,49.115002,49.360001,42.851978,5224600
2015-04-20,49.660000,50.294998,49.330002,49.665001,43.116783,4473200
2015-04-21,49.680000,50.165001,49.509998,50.005001,43.411942,3214200
2015-04-22,50.294998,51.090000,50.049999,51.064999,44.332184,4482600
2015-04-23,51.099998,51.240002,50.275002,50.845001,44.141201,3613200
2015-04-24,50.650002,51.715000,50.650002,51.575001,44.774944,4212200
2015-04-27,51.904999,52.040001,51.380001,51.470001,44.683796,4899400
2015-04-28,51.320000,51.744999,51.064999,51.255001,44.497135,3160400
2015-04-29,51.685001,51.935001,50.790001,51.264999,44.505821,4841200
2015-04-30,52.099998,52.279999,48.875000,49.285000,42.786869,10060400
2015-05-01,49.494999,51.595001,49.325001,51.330002,44.562244,5698400
2015-05-04,51.215000,51.599998,50.544998,50.625000,43.950199,4090800
2015-05-05,50.849998,51.145000,50.575001,50.915001,44.201969,3847800
2015-05-06,51.395000,51.459999,49.875000,50.509998,43.850357,4899400
2015-05-07,50.500000,51.735001,49.970001,51.345001,44.575275,4755600
2015-05-08,51.520000,52.759998,50.849998,52.439999,45.525894,5191200
2015-05-11,53.009998,53.070000,50.720001,51.139999,44.397293,4492600
2015-05-12,51.099998,51.099998,50.310001,50.665001,43.984932,3628400
2015-05-13,51.009998,51.345001,50.715000,51.139999,44.397293,2999600
2015-05-14,51.349998,52.485001,51.285000,52.355000,45.452099,3743400
2015-05-15,52.279999,52.305000,51.224998,51.724998,44.905163,3199400
2015-05-18,51.595001,52.240002,51.215000,52.134998,45.702892,2567800
2015-05-19,51.410000,52.244999,51.410000,52.130001,45.698517,3442600
2015-05-20,52.380001,52.474998,51.740002,52.165001,45.729191,3563200
2015-05-21,52.150002,52.419998,51.759998,51.830002,45.435520,4210200
2015-05-22,51.639999,52.279999,51.435001,51.540001,45.181305,4338000
2015-05-26,51.349998,51.490002,49.845001,50.220001,44.024155,6473000
2015-05-27,50.705002,51.095001,50.145000,50.480000,44.252083,4688800
2015-05-28,50.455002,51.540001,50.180000,51.384998,45.045429,3650800
2015-05-29,51.490002,52.500000,51.244999,51.730000,45.347866,5635200
2015-06-01,51.580002,52.450001,51.580002,51.775002,45.387310,4692800
2015-06-02,51.700001,51.889999,50.950001,51.514999,45.159389,3849200
2015-06-03,51.355000,51.595001,50.820000,51.099998,44.795589,5167200
2015-06-04,50.665001,50.990002,49.980000,50.165001,43.975952,6044400
2015-06-05,50.075001,50.750000,49.980000,50.459999,44.234550,5814000
2015-06-08,50.404999,51.075001,50.139999,50.230000,44.032925,3041800
2015-06-09,50.395000,50.619999,49.654999,49.665001,43.537624,4973800
2015-06-10,49.910000,51.119999,49.910000,50.895000,44.615879,4799600
2015-06-11,51.200001,52.450001,50.919998,52.029999,45.610844,4141700
2015-06-12,51.689999,51.689999,50.400002,51.029999,44.734211,4201700
2015-06-15,50.619999,51.200001,50.500000,51.060001,44.760521,3648800
2015-06-16,50.930000,51.400002,50.470001,51.189999,44.874477,3049600
2015-06-17,51.599998,52.450001,50.610001,51.299999,44.970909,4327200
2015-06-18,51.549999,52.509998,51.369999,51.939999,45.531948,3742900
2015-06-19,51.799999,52.779999,51.740002,51.900002,45.496895,4295600
2015-06-22,52.160000,52.209999,51.540001,51.889999,45.488113,2555400
2015-06-23,51.959999,52.490002,51.689999,52.189999,45.751110,4048400
2015-06-24,52.080002,52.599998,51.660000,51.680000,45.304031,3531400
2015-06-25,51.779999,52.029999,51.029999,51.439999,45.093636,2812700
2015-06-26,51.230000,52.270000,51.169998,51.970001,45.558254,9232200
2015-06-29,51.189999,51.919998,50.799999,50.849998,44.576435,2832500
2015-06-30,51.349998,52.869999,51.320000,52.310001,45.856308,3946700
2015-07-01,52.779999,54.360001,52.410000,53.770000,47.136177,7556800
2015-07-02,53.880001,54.740002,53.799999,54.009998,47.346569,3549800
2015-07-06,53.439999,55.320000,53.419998,54.759998,48.004036,4622000
2015-07-07,54.939999,55.900002,53.900002,55.540001,48.687809,6941600
2015-07-08,55.400002,55.529999,53.799999,53.970001,47.311508,3632800
2015-07-09,54.680000,54.709999,53.230000,53.380001,46.794300,5963200
2015-07-10,53.869999,54.660000,53.810001,54.490002,47.767349,4473800
2015-07-13,59.330002,60.380001,58.299999,58.779999,51.528076,14320800
2015-07-14,58.930000,59.509998,58.220001,58.790001,51.536842,7000600
2015-07-15,58.480000,58.889999,57.250000,57.509998,50.414764,5316100
2015-07-16,57.990002,58.590000,57.619999,58.480000,51.265087,5930000
2015-07-17,58.220001,58.610001,57.500000,58.580002,51.352753,4507200
2015-07-20,58.610001,59.049999,57.430000,57.529999,50.432293,4103500
2015-07-21,57.509998,58.150002,56.709999,57.150002,50.099178,3330400
2015-07-22,57.150002,57.990002,56.770000,57.070000,50.029041,4207300
2015-07-23,57.090000,57.490002,56.189999,56.330002,49.380348,4170000
2015-07-24,56.490002,56.790001,55.509998,56.320000,49.371574,5449000
2015-07-27,55.290001,55.639999,54.070000,54.459999,47.741055,8150900
2015-07-28,54.500000,54.930000,53.790001,54.509998,47.784885,6126100
2015-07-29,54.700001,55.939999,54.230000,55.810001,48.924488,6782300
2015-07-30,53.259998,54.630001,52.750000,53.939999,47.285198,8237400
2015-07-31,54.000000,55.139999,53.830002,54.669998,47.925148,6042900
2015-08-03,54.730000,55.189999,53.099998,53.200001,46.636505,6816000
2015-08-04,53.270000,53.549999,51.919998,52.189999,45.751110,6719300
2015-08-05,52.529999,53.200001,51.590000,51.680000,45.304031,6923700
2015-08-06,51.810001,52.340000,51.099998,52.150002,45.716045,6241700
2015-08-07,51.740002,52.419998,51.110001,51.169998,44.856945,5200100
2015-08-10,52.209999,53.570000,51.650002,53.259998,46.689095,4898000
2015-08-11,52.369999,55.919998,52.259998,55.860001,48.968323,7974900
2015-08-12,55.639999,58.070000,54.889999,57.799999,50.668983,8110900
2015-08-13,57.540001,58.270000,56.610001,56.990002,49.958908,4881400
2015-08-14,56.750000,57.119999,55.189999,55.660000,48.792999,4516400
2015-08-17,55.060001,56.299999,54.770000,55.869999,49.260300,2646400
2015-08-18,55.560001,55.889999,54.830002,55.480000,48.916431,2965600
2015-08-19,55.389999,55.560001,53.750000,54.500000,48.052383,4168400
2015-08-20,54.189999,54.810001,53.250000,53.290001,46.985523,4835700
2015-08-21,51.860001,52.080002,48.380001,48.380001,42.656410,12564700
2015-08-24,44.500000,46.419998,43.529999,45.820000,40.399265,13158000
2015-08-25,47.480000,47.730000,43.700001,43.770000,38.591789,8947400
2015-08-26,45.090000,45.599998,43.419998,45.520000,40.134754,10292600
2015-08-27,46.349998,47.220001,45.290001,46.669998,41.148701,7755100
2015-08-28,46.720001,47.770000,46.720001,47.220001,41.633636,7196700
2015-08-31,47.270000,48.090000,46.430000,47.310001,41.712990,7783900
2015-09-01,46.200001,46.910000,45.689999,46.060001,40.610878,6551700
2015-09-02,46.680000,46.869999,45.389999,46.810001,41.272141,4970500
2015-09-03,47.020000,47.970001,46.720001,46.980000,41.422020,5438000
2015-09-04,46.240002,46.950001,46.110001,46.340000,40.857746,3597200
2015-09-08,46.619999,47.820000,46.590000,47.720001,42.074482,4154200
2015-09-09,48.049999,48.959999,47.360001,47.450001,41.836426,5960300
2015-09-10,47.580002,48.610001,47.220001,48.160000,42.462433,5334600
2015-09-11,47.669998,47.919998,46.810001,47.869999,42.206734,3643800
2015-09-14,47.709999,47.740002,46.369999,46.520000,41.016449,4081000
2015-09-15,46.590000,47.389999,46.200001,47.250000,41.660091,3755400
2015-09-16,47.340000,47.459999,45.709999,46.669998,41.148701,7669200
2015-09-17,46.509998,47.840000,45.980000,46.830002,41.289768,5194200
2015-09-18,45.880001,47.439999,45.740002,46.090000,40.637321,6192300
2015-09-21,46.490002,47.450001,46.049999,46.169998,40.707851,3244700
2015-09-22,45.480000,46.639999,45.340000,45.939999,40.505062,4515800
2015-09-23,46.099998,47.200001,45.939999,46.259998,40.787205,3288600
2015-09-24,46.080002,46.980000,45.549999,46.669998,41.148701,3582100
2015-09-25,46.939999,47.750000,46.599998,47.330002,41.730621,4736100
2015-09-28,46.740002,47.689999,44.570000,45.029999,39.702713,4127900
2015-09-29,45.380001,46.599998,45.090000,45.540001,40.152393,5439400
2015-09-30,46.139999,47.049999,45.570000,46.330002,40.848934,5986900
2015-10-01,46.490002,48.000000,46.029999,47.930000,42.259640,5413300
2015-10-02,46.919998,48.439999,46.700001,48.389999,42.665218,4639200
2015-10-05,48.950001,50.669998,48.720001,50.580002,44.596130,4987200
2015-10-06,50.470001,51.070000,49.950001,50.040001,44.120014,5707600
2015-10-07,50.660000,51.130001,48.930000,50.290001,44.340443,4950100
2015-10-08,50.209999,51.310001,49.860001,51.080002,45.036983,3570800
2015-10-09,51.070000,51.250000,48.980000,49.639999,43.767334,4880600
2015-10-12,49.880001,50.099998,49.340000,49.770000,43.881958,2779000
2015-10-13,49.560001,50.110001,48.619999,48.779999,43.009079,3816400
2015-10-14,48.820000,49.200001,48.119999,48.590000,42.841560,3635900
2015-10-15,48.820000,50.160000,48.529999,50.099998,44.172916,4517500
2015-10-16,50.630001,51.200001,50.080002,51.130001,45.081066,4642600
2015-10-19,50.660000,50.869999,48.799999,49.060001,43.255955,4341600
2015-10-20,48.669998,48.860001,47.029999,47.340000,41.739433,5012300
2015-10-21,47.520000,47.889999,46.560001,46.779999,41.245689,4863800
2015-10-22,47.209999,48.049999,46.970001,47.650002,42.012772,5531100
2015-10-23,47.830002,48.970001,47.610001,48.590000,42.841560,3314200
2015-10-26,48.599998,49.919998,48.500000,48.720001,42.956184,3702700
2015-10-27,48.340000,49.029999,48.020000,48.980000,43.185421,5123100
2015-10-28,49.020000,50.110001,48.750000,49.840000,43.943676,5051600
2015-10-29,48.950001,51.380001,48.840000,51.240002,45.178055,4959700
2015-10-30,51.410000,52.770000,50.299999,51.799999,45.671803,5376700
2015-11-02,51.770000,53.369999,51.369999,52.919998,46.659302,4317200
2015-11-03,52.889999,55.369999,52.730000,54.630001,48.167000,6035300
2015-11-04,54.639999,55.400002,54.139999,54.799999,48.316883,4567700
2015-11-05,55.200001,55.919998,54.549999,55.650002,49.066326,5881400
2015-11-06,55.450001,56.040001,55.070000,55.970001,49.348473,3043300
2015-11-09,55.950001,56.480000,54.240002,54.320000,47.893669,3187300
2015-11-10,54.320000,55.029999,53.830002,54.770000,48.290432,2645100
2015-11-11,55.090000,55.869999,54.450001,54.849998,48.360973,3078200
2015-11-12,54.070000,55.099998,53.130001,54.709999,48.237534,5816900
2015-11-13,54.630001,55.049999,53.560001,53.680000,47.329391,4016900
2015-11-16,53.500000,53.919998,52.599998,53.770000,47.693047,4258500
2015-11-17,53.650002,54.740002,53.380001,54.259998,48.127666,4277400
2015-11-18,54.270000,55.759998,54.000000,55.680000,49.387177,3395700
2015-11-19,55.500000,56.040001,55.090000,55.810001,49.502487,3560000
2015-11-20,55.970001,56.369999,55.730000,55.930000,49.608936,3573800
2015-11-23,54.779999,56.480000,54.580002,56.410000,50.034683,5128700
2015-11-24,56.349998,57.660000,56.080002,57.189999,50.726528,3290600
2015-11-25,57.549999,59.330002,57.080002,58.049999,51.489334,6586000
2015-11-27,57.470001,58.919998,57.410000,58.570000,51.950565,1718100
2015-11-30,58.660000,59.290001,58.040001,58.410000,51.808647,5534800
2015-12-01,58.820000,59.540001,58.029999,59.340000,52.633537,4660800
2015-12-02,59.110001,59.990002,57.529999,58.009998,51.453854,5086600
2015-12-03,58.240002,58.520000,54.320000,54.439999,48.287327,9487600
2015-12-04,54.830002,56.310001,54.400002,55.630001,49.342834,7325200
2015-12-07,54.880001,55.549999,52.560001,53.689999,47.622089,7250600
2015-12-08,52.820000,53.529999,52.520000,52.730000,46.770584,4990900
2015-12-09,52.540001,53.049999,50.779999,51.980000,46.105358,7146500
2015-12-10,52.240002,53.230000,51.630001,52.349998,46.433533,4236100
2015-12-11,51.490002,51.779999,49.430000,49.619999,44.012066,6665200
2015-12-14,49.290001,49.419998,47.580002,47.990002,42.566292,9474200
2015-12-15,48.959999,49.740002,48.349998,49.160000,43.604061,9240200
2015-12-16,49.000000,49.980000,48.810001,49.700001,44.083031,6943500
2015-12-17,49.930000,51.900002,49.869999,51.320000,45.519936,6733900
2015-12-18,51.349998,51.639999,50.270000,50.349998,44.659569,8334100
2015-12-21,50.580002,51.419998,50.230000,51.400002,45.590897,5264600
2015-12-22,51.790001,52.450001,51.279999,51.599998,45.768291,4619200
2015-12-23,52.020000,52.730000,51.529999,52.709999,46.752846,4457700
2015-12-24,52.450001,53.080002,51.930000,52.639999,46.690758,1372100
2015-12-28,52.090000,52.250000,51.110001,51.599998,45.768291,2325800
2015-12-29,52.340000,52.509998,51.799999,52.160000,46.265003,1927800
2015-12-30,51.930000,53.180000,51.849998,52.299999,46.389179,2757700
2015-12-31,51.990002,52.560001,51.360001,51.840000,45.981178,2567900
2016-01-04,51.680000,52.830002,50.660000,51.240002,45.448986,5497300
2016-01-05,51.400002,52.220001,50.040001,50.599998,44.881310,5485100
2016-01-06,49.299999,49.790001,47.930000,48.720001,43.213791,7328500
2016-01-07,47.840000,48.860001,47.290001,47.990002,42.566292,7563500
2016-01-08,48.340000,48.549999,46.139999,46.189999,40.969719,5026000
2016-01-11,46.439999,46.970001,44.290001,45.720001,40.552841,7508700
2016-01-12,46.209999,47.080002,45.119999,46.389999,41.147114,4931900
2016-01-13,46.709999,46.770000,41.849998,42.279999,37.501617,9902200
2016-01-14,42.560001,44.189999,41.130001,43.660000,38.725655,9076000
2016-01-15,41.860001,42.750000,41.040001,41.419998,36.738811,7876100
2016-01-19,42.400002,42.970001,40.450001,41.200001,36.543678,5665000
2016-01-20,40.169998,41.139999,38.950001,40.500000,35.922783,7634200
2016-01-21,40.029999,40.750000,39.119999,39.610001,35.133381,7611500
2016-01-22,40.689999,43.980000,40.500000,42.830002,37.989464,9569600
2016-01-25,42.169998,43.230000,40.669998,40.770000,36.162281,5836500
2016-01-26,41.080002,41.580002,40.369999,41.560001,36.862991,5022200
2016-01-27,41.570000,41.860001,39.529999,39.860001,35.355122,8433200
2016-01-28,41.139999,41.480000,39.500000,40.220001,35.674431,4811000
2016-01-29,40.560001,41.790001,39.849998,41.790001,37.066998,7007500
2016-02-01,41.650002,42.200001,40.799999,41.770000,37.049255,6672100
2016-02-02,41.070000,41.380001,39.750000,40.270000,35.718788,6799400
2016-02-03,39.799999,40.070000,35.400002,37.200001,32.995750,15690000
2016-02-04,36.980000,37.340000,34.119999,34.939999,30.991167,17638100
2016-02-05,34.540001,34.650002,32.040001,32.299999,28.649534,15529700
2016-02-08,31.850000,31.850000,29.709999,30.730000,27.256973,17273000
